Country,Week,Alpha,Beta,Delta,Omicron,Other_variants,Total,Vaccinated,Fully_vaccinated,Boosted
BEL,202112,1370,78,0,0,238,1686,1315653.0,546199.0,
BEL,202113,1457,54,0,0,266,1777,1598408.0,616000.0,
BEL,202114,1119,37,4,0,220,1380,1983478.0,675834.0,
BEL,202115,1283,29,2,0,221,1535,2383453.0,769338.0,
BEL,202116,1284,42,38,0,272,1636,2782796.0,797981.0,
BEL,202117,1326,24,60,0,215,1625,3153911.0,887365.0,
BEL,202118,1416,29,47,0,204,1696,3648742.0,1147211.0,
BEL,202119,1217,40,52,0,238,1547,3975903.0,1436873.0,
BEL,202120,1390,9,96,0,229,1724,4432186.0,1760929.0,
BEL,202121,911,12,86,0,152,1161,4687216.0,2172763.0,
BEL,202122,997,12,118,0,161,1288,5169697.0,2602197.0,
BEL,202123,627,8,135,0,110,880,5724406.0,3179750.0,
BEL,202124,401,4,186,0,63,654,6409212.0,3591056.0,
BEL,202125,244,3,284,0,20,551,7025412.0,3918270.0,
BEL,202126,184,4,626,0,35,849,7474654.0,4242833.0,
BEL,202127,261,1,1396,0,67,1725,7662992.0,4928712.0,
BEL,202128,137,6,1765,0,67,1975,7838620.0,5595064.0,
BEL,202129,51,1,2001,0,52,2105,7973000.0,6288823.0,
BEL,202130,18,0,1604,0,15,1637,8115358.0,6938347.0,
BEL,202131,21,0,2315,0,12,2348,8267037.0,7416183.0,
BEL,202132,6,0,2316,0,8,2330,8359000.0,7734248.0,
BEL,202133,6,0,2273,0,2,2281,8417634.0,7940277.0,
BEL,202134,6,0,2177,0,7,2190,8470298.0,8145803.0,
BEL,202135,0,0,2301,0,1,2302,8520538.0,8270016.0,
BEL,202136,0,0,1656,0,1,1657,8560492.0,8332598.0,452.0
BEL,202137,1,0,1520,0,1,1522,8593277.0,8388183.0,16735.0
BEL,202138,0,0,1415,0,1,1416,8629366.0,8444775.0,74745.0
BEL,202139,3,0,1505,0,0,1508,8663208.0,8495496.0,167780.0
BEL,202140,0,0,1576,0,1,1577,8688920.0,8529446.0,304104.0
BEL,202141,0,0,1766,0,3,1769,8713844.0,8564837.0,444985.0
BEL,202142,0,0,2078,0,5,2083,8738229.0,8594751.0,548853.0
BEL,202143,0,0,1898,0,2,1900,8767478.0,8626632.0,663010.0
BEL,202144,0,0,1402,0,1,1403,8793705.0,8649910.0,748626.0
BEL,202145,1,0,1895,0,0,1896,8818760.0,8675082.0,864739.0
BEL,202146,0,0,2323,4,1,2328,8848350.0,8705005.0,1131120.0
BEL,202147,0,0,2293,3,0,2296,8874090.0,8732083.0,1586453.0
BEL,202148,0,0,2343,54,3,2400,8892287.0,8756130.0,2155205.0
BEL,202149,0,0,2225,257,0,2482,8906429.0,8780381.0,2758492.0
BEL,202150,0,0,1662,881,10,2553,8921595.0,8804429.0,3444897.0
BEL,202151,0,0,924,1092,5,2021,8933539.0,8823243.0,4077086.0
BEL,202152,1,0,621,2120,2,2744,8940312.0,8830158.0,4385693.0
BEL,202201,0,0,270,3132,5,3407,8963479.0,8845973.0,5199200.0
BEL,202202,0,0,96,3517,0,3613,9027761.0,8861097.0,5913247.0
BEL,202203,0,0,36,4246,1,4283,9109490.0,8869684.0,6330491.0
BEL,202204,0,0,33,3752,0,3785,9162209.0,8887727.0,6564515.0
BEL,202205,0,0,16,3538,0,3554,9189943.0,8933794.0,6712132.0
BEL,202206,0,0,5,3298,2,3305,9207717.0,9002387.0,6868500.0
BEL,202207,0,0,3,3573,0,3576,9221125.0,9058417.0,7008454.0
BEL,202208,0,0,5,3285,0,3290,9229153.0,9091082.0,7167647.0
BEL,202209,0,0,4,2596,1,2601,9233712.0,9105121.0,7217036.0
BEL,202210,0,0,5,2812,0,2817,9237098.0,9121914.0,7258175.0
BEL,202211,0,0,2,2723,0,2725,9238754.0,9131351.0,7290574.0
BEL,202212,0,0,0,2433,0,2433,9240150.0,9136741.0,7317784.0
BEL,202213,0,0,0,2410,0,2410,9241527.0,9141643.0,7340719.0
BEL,202214,0,0,1,1885,0,1886,9242381.0,9142926.0,7350450.0
BEL,202215,0,0,1,2130,0,2131,9243175.0,9144121.0,7358079.0
BEL,202216,0,0,0,1633,2,1635,9244246.0,9145891.0,7367669.0
BEL,202217,0,0,0,1560,0,1560,9245271.0,9147294.0,7376157.0
BEL,202218,0,0,0,1540,0,1540,9246262.0,9148189.0,7381907.0
BEL,202219,0,0,0,1491,0,1491,9247363.0,9149183.0,7388102.0
BEL,202220,0,0,0,987,0,987,9248438.0,9150208.0,7398053.0
BEL,202221,0,0,0,740,0,740,9249200.0,9151032.0,7420654.0
BEL,202222,0,0,1,932,1,934,9250310.0,9152219.0,7500958.0
BEL,202223,0,0,0,1407,0,1407,9250965.0,9153118.0,7584534.0
BEL,202224,0,0,0,1544,0,1544,9251597.0,9154129.0,7650294.0
BEL,202225,0,0,0,2210,0,2210,9252270.0,9155206.0,7696276.0
BEL,202226,0,0,0,1780,2,1782,9252858.0,9155966.0,7717223.0
BEL,202227,0,0,0,1895,1,1896,9253485.0,9156527.0,7731868.0
BEL,202228,0,0,0,1954,0,1954,9254108.0,9157101.0,7746039.0
BEL,202229,0,0,1,1412,2,1415,9254402.0,9157452.0,7752790.0
BEL,202230,0,0,0,1452,0,1452,9254954.0,9158010.0,7762087.0
BEL,202231,0,0,2,1178,1,1181,9255420.0,9158549.0,7771452.0
BEL,202232,0,0,0,995,1,996,9255749.0,9158900.0,7781507.0
BEL,202233,0,0,0,921,0,921,9256197.0,9159320.0,7793214.0
BEL,202234,0,0,0,774,0,774,9256646.0,9159830.0,7808958.0
BEL,202235,0,0,0,775,0,775,9256931.0,9160150.0,7822838.0
BEL,202236,0,0,0,796,0,796,9257166.0,9160349.0,7847607.0
BEL,202237,0,0,0,747,0,747,9257612.0,9160713.0,8410017.0
BEL,202238,0,0,0,677,3,680,9258151.0,9161076.0,9052399.0
BEL,202239,0,0,0,534,0,534,9258525.0,9161355.0,9681823.0
BEL,202240,0,0,0,65,0,65,9259102.0,9161787.0,10221646.0
BOL,202011,0,0,0,0,1,1,,,
BOL,202014,0,0,0,0,1,1,,,
BOL,202017,0,0,0,0,2,2,,,
BOL,202018,0,0,0,0,4,4,,,
BOL,202019,0,0,0,0,3,3,,,
BOL,202020,0,0,0,0,8,8,,,
BOL,202021,0,0,0,0,8,8,,,
BOL,202025,0,0,0,0,8,8,,,
BOL,202026,0,0,0,0,1,1,,,
BOL,202027,0,0,0,0,3,3,,,
BOL,202029,0,0,0,0,1,1,,,
BOL,202030,0,0,0,0,2,2,,,
BOL,202031,0,0,0,0,1,1,,,
BOL,202032,0,0,0,0,3,3,,,
BOL,202033,0,0,0,0,6,6,,,
BOL,202035,0,0,0,0,3,3,,,
BOL,202036,0,0,0,0,5,5,,,
BOL,202037,0,0,0,0,3,3,,,
BOL,202041,0,0,0,0,3,3,,,
BOL,202042,0,0,0,0,3,3,,,
BOL,202043,0,0,0,0,1,1,,,
BOL,202046,0,0,0,0,2,2,,,
BOL,202047,0,0,0,0,5,5,,,
BOL,202048,0,0,0,0,2,2,,,
BOL,202050,0,0,0,0,3,3,,,
BOL,202051,0,0,0,0,3,3,,,
BOL,202052,0,0,0,0,4,4,,,
BOL,202053,0,0,0,0,5,5,,,
BOL,202101,0,0,0,0,4,4,,,
BOL,202102,0,0,0,0,5,5,,,
BOL,202103,0,0,0,0,2,2,,,
BOL,202104,0,0,0,0,6,6,,,
BOL,202105,0,0,0,0,6,6,7636.0,,
BOL,202106,0,0,0,0,4,4,,,
BOL,202107,0,0,0,0,7,7,10301.0,12.0,
BOL,202111,0,0,0,0,1,1,150486.0,18572.0,
BOL,202112,0,0,0,0,10,10,174799.0,88315.0,
BOL,202113,0,0,0,0,1,1,205115.0,116692.0,
BOL,202115,0,0,0,0,1,1,370483.0,165891.0,
BOL,202117,0,0,0,0,1,1,614600.0,233549.0,
BOL,202118,0,0,0,0,8,8,733305.0,263991.0,
BOL,202119,0,0,0,0,3,3,818489.0,284582.0,
BOL,202120,0,0,0,0,4,4,1071682.0,299534.0,
BOL,202121,0,0,0,0,3,3,1283524.0,346649.0,
BOL,202122,0,0,0,0,16,16,1451108.0,374538.0,
BOL,202123,0,0,0,0,5,5,1542588.0,522603.0,
BOL,202124,0,0,1,0,7,8,1639526.0,582404.0,
BOL,202125,0,0,0,0,5,5,1778282.0,659378.0,
BOL,202126,0,0,0,0,5,5,2002991.0,735921.0,
BOL,202127,0,0,0,0,4,4,2304075.0,792843.0,
BOL,202128,0,0,0,0,2,2,2587736.0,917488.0,
BOL,202129,0,0,0,0,1,1,2874550.0,1236034.0,
BOL,202130,0,0,2,0,2,4,3106488.0,1627394.0,
BOL,202131,0,0,0,0,3,3,3256960.0,1797824.0,
BOL,202132,0,0,1,0,6,7,3419189.0,2038083.0,
BOL,202133,0,0,0,0,3,3,3579375.0,2282997.0,
BOL,202135,0,0,0,0,2,2,4050993.0,2826083.0,
BOL,202136,0,0,1,0,1,2,4125684.0,2966069.0,
BOL,202137,0,0,1,0,1,2,4183793.0,3042201.0,
BOL,202138,0,0,1,0,1,2,4249312.0,3255165.0,
BOL,202139,0,0,3,0,0,3,4308530.0,3392470.0,
BOL,202140,0,0,2,0,0,2,4367604.0,3482769.0,
BOL,202141,0,0,3,0,1,4,4414130.0,3604834.0,24509.0
BOL,202142,0,0,3,0,0,3,4468388.0,3758351.0,159582.0
BOL,202143,0,0,8,0,0,8,4559543.0,3858421.0,320124.0
BOL,202144,0,0,8,0,1,9,4617553.0,3911371.0,357573.0
BOL,202145,0,0,2,0,0,2,4729877.0,3962614.0,361020.0
BOL,202147,0,0,1,0,0,1,5029355.0,4120695.0,363267.0
BOL,202149,0,0,3,0,1,4,5221782.0,4347985.0,422109.0
BOL,202150,0,0,2,1,0,3,5357789.0,4446244.0,469535.0
BOL,202151,0,0,6,6,0,12,5464907.0,4517803.0,506761.0
BOL,202152,0,0,4,30,0,34,5657026.0,4602185.0,552821.0
BOL,202201,0,0,2,22,0,24,6140930.0,4782893.0,641413.0
BOL,202202,0,0,0,2,0,2,6410690.0,4909187.0,738671.0
BOL,202205,0,0,0,1,0,1,6771198.0,5345366.0,913452.0
BOL,202206,0,0,0,1,0,1,6823067.0,5450039.0,963656.0
BOL,202224,0,0,0,1,0,1,7225914.0,5998918.0,1641746.0
BRA,202009,0,0,0,0,8,8,,,
BRA,202010,0,0,0,0,20,20,,,
BRA,202011,0,0,0,0,60,60,,,
BRA,202012,0,0,0,0,199,199,,,
BRA,202013,0,0,0,0,199,199,,,
BRA,202014,0,0,0,0,240,240,,,
BRA,202015,0,0,0,0,239,239,,,
BRA,202016,0,0,0,0,321,321,,,
BRA,202017,0,0,0,0,343,343,,,
BRA,202018,0,0,0,0,222,222,,,
BRA,202019,0,0,0,0,152,152,,,
BRA,202020,0,0,0,0,123,123,,,
BRA,202021,0,0,0,0,107,107,,,
BRA,202022,0,0,0,0,96,96,,,
BRA,202023,0,0,0,0,152,152,,,
BRA,202024,0,0,0,0,105,105,,,
BRA,202025,0,0,0,0,122,122,,,
BRA,202026,0,0,0,0,141,141,,,
BRA,202027,0,0,0,0,212,212,,,
BRA,202028,0,0,0,0,125,125,,,
BRA,202029,0,0,0,0,156,156,,,
BRA,202030,0,0,0,0,149,149,,,
BRA,202031,0,0,0,0,173,173,,,
BRA,202032,0,0,0,0,153,153,,,
BRA,202033,0,0,0,0,214,214,,,
BRA,202034,0,0,0,0,158,158,,,
BRA,202035,0,0,0,0,122,122,,,
BRA,202036,0,0,0,0,178,178,,,
BRA,202037,0,0,0,0,165,165,,,
BRA,202038,0,0,0,0,152,152,,,
BRA,202039,0,0,0,0,129,129,,,
BRA,202040,0,0,0,0,151,151,,,
BRA,202041,0,0,0,0,149,149,,,
BRA,202042,0,0,0,0,153,153,,,
BRA,202043,0,0,0,0,177,177,,,
BRA,202044,0,0,0,0,171,171,,,
BRA,202045,0,0,0,0,277,277,,,
BRA,202046,0,0,0,0,279,279,,,
BRA,202047,0,0,0,0,318,318,,,
BRA,202048,0,0,0,0,401,401,,,
BRA,202049,0,0,0,0,292,292,,,
BRA,202050,0,0,0,0,294,294,,,
BRA,202051,0,0,0,0,332,332,,,
BRA,202052,4,0,0,0,294,298,,,
BRA,202053,3,0,0,0,361,364,,,
BRA,202101,19,0,0,0,556,575,,,
BRA,202102,17,0,0,0,523,540,,,
BRA,202103,14,0,0,0,526,540,573268.0,,
BRA,202104,7,0,0,0,502,509,2046523.0,,
BRA,202105,8,0,0,0,682,690,3534004.0,19677.0,
BRA,202106,15,0,0,0,783,798,5042713.0,194230.0,
BRA,202107,26,0,0,0,698,724,5817908.0,1132894.0,
BRA,202108,24,0,0,0,1078,1102,6518628.0,1914940.0,
BRA,202109,28,0,2,0,1016,1046,8142004.0,2688684.0,
BRA,202110,53,6,0,0,1123,1182,9669967.0,3553762.0,
BRA,202111,31,0,0,0,998,1029,11739832.0,4143856.0,
BRA,202112,95,0,0,0,1825,1920,15282128.0,4679944.0,
BRA,202113,65,0,1,0,1226,1292,19222342.0,5353128.0,
BRA,202114,99,3,2,0,2366,2470,23097172.0,6987492.0,
BRA,202115,52,0,4,0,1667,1723,26085155.0,9518727.0,
BRA,202116,67,0,0,0,2134,2201,28981002.0,12513937.0,
BRA,202117,43,0,6,0,2126,2175,31830880.0,15832646.0,
BRA,202118,35,0,1,0,1712,1748,35253389.0,17719071.0,
BRA,202119,31,1,0,0,1826,1858,38570631.0,19098015.0,
BRA,202120,71,0,12,0,2329,2412,41882011.0,20577673.0,
BRA,202121,76,0,5,0,2217,2298,45604680.0,22157278.0,
BRA,202122,96,0,21,0,2618,2735,49491413.0,23095537.0,
BRA,202123,85,0,19,0,2933,3037,55292343.0,23825900.0,
BRA,202124,57,0,38,0,2314,2409,63659153.0,24449265.0,
BRA,202125,36,0,63,0,2302,2401,71090361.0,25520772.0,
BRA,202126,55,0,138,0,3241,3434,78210253.0,27418130.0,
BRA,202127,16,0,207,0,2401,2624,85922323.0,30387607.0,
BRA,202128,19,0,317,0,2728,3064,92434146.0,33818142.0,
BRA,202129,20,0,353,0,2373,2746,99391757.0,37463852.0,
BRA,202130,22,0,615,0,2054,2691,105083580.0,41507968.0,
BRA,202131,10,0,1055,0,2170,3235,111342715.0,45397341.0,
BRA,202132,9,1,1677,0,1129,2816,119132205.0,49606493.0,
BRA,202133,3,0,1397,0,888,2288,127168248.0,55013076.0,
BRA,202134,5,0,1960,0,775,2740,133608741.0,60412846.0,
BRA,202135,1,0,3016,0,516,3533,139039441.0,66758831.0,537.0
BRA,202136,0,0,3092,0,355,3447,142798088.0,73050585.0,67596.0
BRA,202137,0,0,2688,0,314,3002,146371189.0,80250454.0,259046.0
BRA,202138,0,0,1924,0,159,2083,149386359.0,86796636.0,543561.0
BRA,202139,0,0,2875,0,129,3004,152166987.0,93442685.0,1407110.0
BRA,202140,0,0,3104,0,88,3192,154181567.0,99070817.0,3047975.0
BRA,202141,0,0,2231,0,23,2254,156313972.0,104314315.0,4320556.0
BRA,202142,0,0,2138,0,29,2167,157810514.0,109422127.0,6234557.0
BRA,202143,0,0,1815,0,17,1832,159518249.0,115897379.0,8687173.0
BRA,202144,0,0,2474,0,17,2491,160423951.0,119655284.0,10135262.0
BRA,202145,0,0,2543,0,8,2551,161814220.0,124872035.0,12105575.0
BRA,202146,0,0,2173,2,9,2184,162688776.0,128851409.0,13896415.0
BRA,202147,0,0,1832,7,9,1848,163607249.0,132667094.0,15794900.0
BRA,202148,0,0,2046,9,13,2068,164543599.0,136830588.0,17974402.0
BRA,202149,0,0,1318,80,8,1406,,139389518.0,20456996.0
BRA,202150,0,0,1121,283,8,1412,165409165.0,141474540.0,22820476.0
BRA,202151,0,0,673,614,24,1311,,,
BRA,202152,0,0,348,2166,29,2543,166199307.0,143441284.0,26580353.0
BRA,202201,0,0,247,5930,1,6178,,,
BRA,202202,0,0,71,5262,53,5386,166909237.0,145459361.0,32865633.0
BRA,202203,0,0,24,4843,7,4874,168014778.0,148534163.0,41179575.0
BRA,202204,0,0,14,4085,1,4100,169825847.0,149779557.0,46576117.0
BRA,202205,0,0,8,5323,4,5335,172107474.0,150764876.0,50739982.0
BRA,202206,0,0,2,3692,1,3695,174117725.0,152194707.0,56346995.0
BRA,202207,0,0,5,2557,1,2563,176141497.0,153450986.0,60474794.0
BRA,202208,0,0,7,1813,2,1822,177544796.0,154668487.0,64624776.0
BRA,202209,0,0,1,1839,0,1840,178203894.0,155711613.0,66609966.0
BRA,202210,0,0,2,1800,0,1802,179715577.0,157623243.0,70098817.0
BRA,202211,0,0,1,916,1,918,180341198.0,158832351.0,73204533.0
BRA,202212,0,0,0,479,0,479,180757995.0,159756178.0,75715420.0
BRA,202213,0,0,0,548,0,548,,,
BRA,202214,0,0,1,650,0,651,181687021.0,161882738.0,82460566.0
BRA,202215,0,0,0,808,1,809,,,
BRA,202216,0,0,0,374,0,374,182395741.0,163322265.0,86180459.0
BRA,202217,0,0,1,414,0,415,,,
BRA,202218,0,0,0,910,0,910,182860122.0,164594075.0,89801425.0
BRA,202219,0,0,0,1970,4,1974,183134052.0,165170618.0,92169363.0
BRA,202220,0,0,0,1328,0,1328,183256110.0,165518807.0,93625233.0
BRA,202221,0,0,0,1267,4,1271,183853208.0,166003440.0,95975713.0
BRA,202222,0,0,0,2067,0,2067,184062381.0,166424506.0,98075029.0
BRA,202223,0,0,0,2518,0,2518,184281808.0,168008971.0,100420090.0
BRA,202224,0,0,1,1925,1,1927,184431840.0,168262637.0,101900962.0
BRA,202225,0,0,0,1735,0,1735,184554559.0,168570301.0,103828829.0
BRA,202226,0,0,0,2696,0,2696,184748472.0,169103088.0,107193108.0
BRA,202227,0,0,0,2817,0,2817,184886392.0,169396807.0,109495260.0
BRA,202228,0,0,0,1354,0,1354,184973979.0,169671773.0,112188936.0
BRA,202229,0,0,0,1000,0,1000,,,
BRA,202230,0,0,0,578,0,578,,,
BRA,202231,0,0,0,836,0,836,,,
BRA,202232,0,0,0,643,1,644,,,
BRA,202233,0,0,0,190,0,190,186147547.0,171315994.0,116272952.0
BRA,202234,0,0,0,58,0,58,186406003.0,171451693.0,116393648.0
BRA,202235,0,0,0,61,0,61,186578811.0,171762519.0,117792808.0
BRA,202236,0,0,0,8,0,8,186663841.0,171871796.0,118078226.0
BRA,202237,0,0,0,1,0,1,186779155.0,172062452.0,118404473.0
CAN,202001,0,0,0,0,1,1,,,
CAN,202004,0,0,0,0,2,2,,,
CAN,202008,0,0,0,0,2,2,,,
CAN,202009,0,0,0,0,4,4,,,
CAN,202010,0,0,0,0,22,22,,,
CAN,202011,0,0,0,0,184,184,,,
CAN,202012,0,0,0,0,678,678,,,
CAN,202013,0,0,0,0,1483,1483,,,
CAN,202014,0,0,0,0,1080,1080,,,
CAN,202015,0,0,0,0,896,896,,,
CAN,202016,0,0,0,0,1103,1103,,,
CAN,202017,0,0,0,0,782,782,,,
CAN,202018,0,0,0,0,577,577,,,
CAN,202019,0,0,0,0,434,434,,,
CAN,202020,1,0,0,0,393,394,,,
CAN,202021,0,0,0,0,257,257,,,
CAN,202022,0,0,0,0,133,133,,,
CAN,202023,0,0,0,0,88,88,,,
CAN,202024,0,0,0,0,87,87,,,
CAN,202025,0,0,0,0,119,119,,,
CAN,202026,0,0,0,0,53,53,,,
CAN,202027,0,0,0,0,62,62,,,
CAN,202028,0,0,0,0,87,87,,,
CAN,202029,0,0,0,0,107,107,,,
CAN,202030,0,0,0,0,150,150,,,
CAN,202031,0,0,0,0,161,161,,,
CAN,202032,0,0,0,0,279,279,,,
CAN,202033,0,0,0,0,308,308,,,
CAN,202034,0,0,0,0,304,304,,,
CAN,202035,0,0,0,0,394,394,,,
CAN,202036,0,0,0,0,464,464,,,
CAN,202037,0,0,0,0,307,307,,,
CAN,202038,0,0,0,0,407,407,,,
CAN,202039,0,0,0,0,456,456,,,
CAN,202040,0,0,0,0,497,497,,,
CAN,202041,0,0,0,0,604,604,,,
CAN,202042,0,0,0,0,661,661,,,
CAN,202043,0,0,0,0,572,572,,,
CAN,202044,0,0,1,0,671,672,,,
CAN,202045,0,0,0,0,1113,1113,,,
CAN,202046,1,0,0,0,1517,1518,,,
CAN,202047,0,0,1,0,925,926,,,
CAN,202048,0,0,1,0,1686,1687,,,
CAN,202049,0,0,0,0,1005,1005,,,
CAN,202050,0,0,0,0,1219,1219,,,
CAN,202051,5,1,0,0,1395,1401,12374.0,,
CAN,202052,2,6,0,0,1244,1252,48840.0,1.0,
CAN,202053,6,3,1,0,1615,1625,110115.0,3.0,
CAN,202101,12,17,0,0,2078,2107,296308.0,3941.0,
CAN,202102,28,23,0,0,2562,2613,533199.0,20620.0,
CAN,202103,44,14,0,0,2422,2480,760602.0,54593.0,
CAN,202104,50,9,1,0,1704,1764,857000.0,111205.0,
CAN,202105,56,10,0,0,1400,1466,909624.0,172339.0,
CAN,202106,198,39,0,0,1901,2138,984842.0,294680.0,5.0
CAN,202107,342,24,0,0,1750,2116,1070212.0,413781.0,12.0
CAN,202108,567,36,0,0,1712,2315,1343377.0,530369.0,15.0
CAN,202109,748,39,1,0,1837,2625,1792300.0,578708.0,16.0
CAN,202110,1340,22,0,0,2242,3604,2371954.0,611653.0,20.0
CAN,202111,1894,25,0,0,2076,3995,3275989.0,646557.0,24.0
CAN,202112,2849,19,1,0,2913,5782,4355937.0,685239.0,27.0
CAN,202113,2000,81,6,0,2531,4618,5622317.0,733317.0,33.0
CAN,202114,2406,91,27,0,3114,5638,7075006.0,831973.0,39.0
CAN,202115,2978,99,71,0,2601,5749,8954975.0,933919.0,51.0
CAN,202116,3049,69,152,0,2161,5431,10894195.0,1038690.0,73.0
CAN,202117,3443,88,220,0,2532,6283,12629297.0,1153405.0,102.0
CAN,202118,3030,32,193,0,1701,4956,14514883.0,1282020.0,138.0
CAN,202119,2455,14,312,0,1437,4218,16819703.0,1442851.0,168.0
CAN,202120,1994,22,307,0,1226,3549,19214056.0,1687596.0,210.0
CAN,202121,1588,10,312,0,813,2723,21339414.0,2013619.0,264.0
CAN,202122,1190,20,262,0,713,2185,23196645.0,2786610.0,388.0
CAN,202123,1282,11,443,0,617,2353,24457466.0,4419661.0,531.0
CAN,202124,1067,11,638,0,520,2236,25191559.0,6893862.0,812.0
CAN,202125,955,19,519,0,382,1875,25625240.0,9768213.0,1098.0
CAN,202126,341,10,462,0,175,988,25992345.0,13053759.0,1567.0
CAN,202127,240,5,543,0,156,944,26309545.0,16180347.0,3065.0
CAN,202128,194,3,641,0,141,979,26598014.0,18699268.0,3481.0
CAN,202129,176,3,1453,0,133,1765,26855543.0,20801744.0,3974.0
CAN,202130,169,1,2628,0,71,2869,27101086.0,22408293.0,6310.0
CAN,202131,197,0,4134,0,93,4424,27292269.0,23393792.0,8963.0
CAN,202132,159,0,6024,0,70,6253,27485861.0,24173839.0,12016.0
CAN,202133,99,0,7145,0,33,7277,27696205.0,24851771.0,15062.0
CAN,202134,41,0,7496,0,23,7560,27916627.0,25368333.0,18158.0
CAN,202135,61,0,6993,0,28,7082,28161852.0,25774085.0,24739.0
CAN,202136,30,0,5624,0,4,5658,28390004.0,26091857.0,34686.0
CAN,202137,9,0,3929,0,6,3944,28644462.0,26421787.0,88466.0
CAN,202138,3,0,3345,0,0,3348,28947287.0,26797552.0,161835.0
CAN,202139,2,0,3836,0,2,3840,29184187.0,27141343.0,202953.0
CAN,202140,1,0,4801,0,3,4805,29391595.0,27453884.0,288929.0
CAN,202141,5,0,3574,0,1,3580,29560915.0,27732389.0,377913.0
CAN,202142,0,0,3866,0,0,3866,29711024.0,28020899.0,483227.0
CAN,202143,2,2,3107,0,8,3119,29840903.0,28291344.0,584844.0
CAN,202144,0,0,4245,2,2,4249,29930112.0,28495260.0,724952.0
CAN,202145,1,0,3310,1,1,3313,30027241.0,28689876.0,878509.0
CAN,202146,1,0,3742,0,1,3744,30119878.0,28871830.0,1033261.0
CAN,202147,0,0,3800,25,0,3825,30249523.0,29007074.0,1194150.0
CAN,202148,0,1,6557,137,10,6705,30698347.0,29122031.0,2200008.0
CAN,202149,0,0,5184,1627,6,6817,31107970.0,29219075.0,2897197.0
CAN,202150,0,0,3399,4978,2,8379,31424468.0,29305421.0,4207385.0
CAN,202151,0,0,1214,7155,0,8369,31649467.0,29390929.0,6249633.0
CAN,202152,0,0,448,8439,0,8887,31754134.0,29442935.0,7772928.0
CAN,202201,0,0,309,8496,1,8806,31882770.0,29538581.0,9752266.0
CAN,202202,0,0,164,6411,3,6578,32045856.0,29675326.0,12002089.0
CAN,202203,0,0,70,5450,1,5521,32171177.0,29808707.0,13848365.0
CAN,202204,0,0,44,5567,2,5613,32294584.0,30069550.0,15224817.0
CAN,202205,0,0,13,5543,0,5556,32382918.0,30341791.0,16177918.0
CAN,202206,0,0,8,4764,0,4772,32441011.0,30579792.0,16763085.0
CAN,202207,0,0,8,4316,0,4324,32485236.0,30760426.0,17153781.0
CAN,202208,0,0,1,4653,0,4654,32518004.0,30879345.0,17458721.0
CAN,202209,0,0,3,3833,0,3836,32541643.0,30961200.0,17939704.0
CAN,202210,0,0,0,3826,0,3826,,31020758.0,18069607.0
CAN,202211,0,0,0,4542,0,4542,,31084144.0,18192860.0
CAN,202212,0,0,0,5451,0,5451,32569895.0,31135950.0,18337963.0
CAN,202213,0,0,0,5480,1,5481,32582606.0,31197417.0,18485869.0
CAN,202214,0,0,0,5696,0,5696,32593114.0,31224559.0,18735955.0
CAN,202215,0,0,0,4839,0,4839,32603573.0,31244577.0,19161709.0
CAN,202216,0,0,3,5265,0,5268,32657942.0,31290709.0,19647444.0
CAN,202217,0,0,6,4929,0,4935,32675103.0,31311704.0,20079521.0
CAN,202218,0,0,0,4148,0,4148,32690375.0,31332485.0,20449126.0
CAN,202219,0,0,0,4289,0,4289,,31346409.0,20640959.0
CAN,202220,0,0,0,3664,0,3664,,31369070.0,20851753.0
CAN,202221,0,0,0,3166,0,3166,,31392253.0,21000941.0
CAN,202222,0,0,0,2880,0,2880,32733857.0,,21501853.0
CAN,202223,0,0,0,3246,0,3246,32755167.0,31416997.0,21673692.0
CAN,202224,0,0,0,3172,0,3172,32764646.0,31431466.0,21833593.0
CAN,202225,0,0,6,3293,0,3299,32775198.0,31444019.0,21993664.0
CAN,202226,0,0,0,3803,0,3803,32780121.0,31452745.0,22077154.0
CAN,202227,0,0,0,4680,0,4680,32789582.0,31466635.0,22296237.0
CAN,202228,0,0,0,5020,0,5020,32800647.0,31478759.0,22529826.0
CAN,202229,0,0,0,4412,0,4412,,,22860819.0
CAN,202230,0,0,0,2630,0,2630,,31494992.0,23304042.0
CAN,202231,0,0,0,2999,1,3000,32863741.0,31504806.0,23509905.0
CAN,202232,0,0,0,3537,1,3538,32871122.0,31514778.0,23700369.0
CAN,202233,0,0,0,3287,0,3287,32931221.0,31527377.0,
CAN,202234,0,0,0,3732,1,3733,32990794.0,31536314.0,24111392.0
CAN,202235,0,0,0,3391,11,3402,33065459.0,31548814.0,24291348.0
CAN,202236,0,0,0,2407,3,2410,33119687.0,31557033.0,24416544.0
CAN,202237,0,0,0,2299,1,2300,33203585.0,31564561.0,24588616.0
CAN,202238,0,0,0,2183,0,2183,33285186.0,31573040.0,24819323.0
CAN,202239,0,0,0,654,0,654,33366551.0,31582577.0,25266937.0
CHL,202008,0,0,0,0,1,1,,,
CHL,202010,0,0,0,0,11,11,,,
CHL,202011,0,0,0,0,41,41,,,
CHL,202012,0,0,0,0,99,99,,,
CHL,202013,0,0,0,0,70,70,,,
CHL,202014,0,0,0,0,66,66,,,
CHL,202015,0,0,0,0,36,36,,,
CHL,202016,0,0,0,0,15,15,,,
CHL,202017,0,0,0,0,35,35,,,
CHL,202018,0,0,0,0,78,78,,,
